operator;reference;license;rfc_date;raster;dl_normal;ul_normal;dl_max;ul_max
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26595E47377;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26596E47378;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26597E47362;30000000;4800000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26597E47363;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26597E47364;24000000;4200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26597E47387;24000000;4200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26597E47388;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26598E47386;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26598E47387;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26598E47388;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26599E47362;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26599E47366;24000000;4200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26599E47367;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26600E47376;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26600E47388;42000000;7200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26601E47360;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26601E47361;138000000;22800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26601E47362;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26601E47363;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26601E47366;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26601E47367;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26601E47368;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26601E47388;48000000;7800000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26602E47359;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26602E47360;126000000;21000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26602E47361;129000000;21600000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26602E47374;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26602E47375;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26602E47389;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26602E47396;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26602E47397;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47359;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47360;135000000;22800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47361;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47374;6000000;1200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47375;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47388;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47389;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47390;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47391;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47392;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26603E47397;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26604E47359;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26604E47360;105000000;17400000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26604E47375;12000000;1800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26604E47391;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26604E47392;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26604E47393;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26604E47397;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47353;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47355;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47357;36000000;6000000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47358;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47359;126000000;21000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47360;12000000;1800000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47375;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47391;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47393;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47394;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47395;42000000;7200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47396;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47397;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26605E47398;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47353;48000000;7800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47354;138000000;22800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47355;60000000;10200000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47356;42000000;7200000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47357;123000000;20400000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47358;132000000;22200000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47359;48000000;7800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47376;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47377;24000000;4200000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47394;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47395;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47396;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47397;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26606E47398;120000000;19800000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47353;12000000;1800000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47354;138000000;22800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47355;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47356;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47357;123000000;20400000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47358;60000000;10200000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47359;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47360;36000000;6000000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47364;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47369;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47370;24000000;4200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47374;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47375;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47376;18000000;3000000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47396;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26607E47399;42000000;7200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47353;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47354;120000000;19800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47355;138000000;22800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47356;60000000;10200000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47357;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47358;48000000;7800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47359;48000000;7800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47360;120000000;19800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47361;18000000;3000000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47365;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47366;18000000;3000000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47367;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47368;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47369;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47370;48000000;7800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47371;12000000;1800000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47373;24000000;4200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47374;24000000;4200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47375;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47376;18000000;3000000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47377;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47398;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26608E47399;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47353;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47354;48000000;7800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47355;126000000;21000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47356;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47357;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47358;105000000;17400000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47359;105000000;17400000;255000000;41000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47360;12000000;1800000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47361;36000000;6000000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47362;36000000;6000000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47363;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47364;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47365;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47366;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47367;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47368;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47369;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47370;48000000;7800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47371;18000000;3000000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47372;24000000;4200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47373;48000000;7800000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47374;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47375;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47376;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47377;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47378;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47379;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47380;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47381;12000000;1800000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47382;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26609E47399;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47353;18000000;3000000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47354;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47355;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47356;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47357;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47358;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47359;132000000;22200000;255000000;41000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47360;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47361;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47362;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47363;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47364;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47365;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47366;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47367;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47368;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47369;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47370;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47371;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47372;48000000;7800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47373;48000000;7800000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47374;60000000;10200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47375;60000000;10200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47376;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47377;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47378;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47379;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47380;24000000;4200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47395;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26610E47398;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47353;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47354;132000000;22200000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47355;60000000;10200000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47357;18000000;3000000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47358;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47359;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47360;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47361;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47362;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47363;60000000;10200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47364;42000000;7200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47365;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47366;48000000;7800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47367;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47368;120000000;19800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47369;144000000;23400000;280000000;43000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47370;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47371;12000000;1800000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47372;48000000;7800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47373;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47374;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47375;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47376;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47377;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47378;48000000;7800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47379;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47380;18000000;3000000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47381;12000000;1800000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47382;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47398;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26611E47399;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47353;60000000;10200000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47354;138000000;22800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47357;24000000;4200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47358;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47359;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47360;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47361;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47362;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47363;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47364;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47365;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47366;132000000;22200000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47367;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47368;135000000;22800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47369;156000000;24600000;330000000;46000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47370;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47372;138000000;22800000;280000000;43000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47373;156000000;24600000;280000000;43000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47374;123000000;20400000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47375;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47376;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47377;48000000;7800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47378;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47379;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47380;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47381;12000000;1800000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47398;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26612E47399;42000000;7200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47352;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47353;138000000;22800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47354;36000000;6000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47358;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47359;18000000;3000000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47360;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47361;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47362;90000000;15000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47363;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47364;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47365;72000000;12000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47366;126000000;21000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47367;162000000;25200000;330000000;46000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47368;150000000;24000000;330000000;46000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47369;165000000;25800000;330000000;46000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47370;138000000;22800000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47371;123000000;20400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47372;150000000;24000000;330000000;46000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47373;144000000;23400000;330000000;46000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47374;105000000;17400000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47375;72000000;12000000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47376;48000000;7800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47377;30000000;4800000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47378;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47379;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47382;6000000;1200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47398;60000000;10200000;100000000;17000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26613E47399;24000000;4200000;40000000;7000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26614E47351;42000000;7200000;205000000;34000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26614E47352;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26614E47353;90000000;15000000;230000000;38000000
HGRAZ;F7/16;CCBY4.0;2023-11-09;100mN26614E47355;18000000;3000000;40000000;7000000
